timestamp,consumption_kwh,hour,day_of_week,month,is_weekend,is_holiday,event_flag,event_type
2022-01-03 04:00:00,76.6153899984702,4,0,1,0,0,0,None
2022-01-03 05:00:00,85.38511156441474,5,0,1,0,0,0,None
2022-01-03 06:00:00,95.15499761247976,6,0,1,0,0,0,None
2022-01-03 07:00:00,107.68865432399305,7,0,1,0,0,0,None
2022-01-03 08:00:00,115.80391238388681,8,0,1,0,0,0,None
2022-01-03 09:00:00,136.73820936820582,9,0,1,0,0,0,None
2022-01-03 10:00:00,201.3556101584583,10,0,1,0,0,1,Holiday
2022-01-03 11:00:00,215.89354361292624,11,0,1,0,0,1,Holiday
2022-01-03 12:00:00,167.60412881077355,12,0,1,0,0,0,None
2022-01-03 13:00:00,165.0292462439324,13,0,1,0,0,0,None
2022-01-03 14:00:00,149.1093412813474,14,0,1,0,0,0,None
2022-01-03 15:00:00,132.30323812705853,15,0,1,0,0,0,None
2022-01-03 16:00:00,124.06262911197099,16,0,1,0,0,0,None
2022-01-03 17:00:00,109.81345387126618,17,0,1,0,0,0,None
2022-01-03 18:00:00,89.63994939209833,18,0,1,0,0,0,None
2022-01-03 19:00:00,87.3443946096705,19,0,1,0,0,0,None
2022-01-03 20:00:00,81.80818012523817,20,0,1,0,0,0,None
2022-01-03 21:00:00,78.49012997951249,21,0,1,0,0,0,None
2022-01-03 22:00:00,87.16596187616453,22,0,1,0,0,0,None
2022-01-03 23:00:00,96.37365785645588,23,0,1,0,0,0,None
2022-01-04 00:00:00,89.82086980445024,0,1,1,0,0,0,None
2022-01-04 01:00:00,96.50669330319607,1,1,1,0,0,0,None
2022-01-04 02:00:00,72.26025832817373,2,1,1,0,0,0,None
2022-01-04 03:00:00,85.82524127441421,3,1,1,0,0,0,None
2022-01-04 04:00:00,80.43523534119086,4,1,1,0,0,0,None
2022-01-04 05:00:00,80.83169336788106,5,1,1,0,0,0,None
2022-01-04 06:00:00,90.45880388267751,6,1,1,0,0,0,None
2022-01-04 07:00:00,93.09440915540759,7,1,1,0,0,0,None
2022-01-04 08:00:00,118.90164056081244,8,1,1,0,0,0,None
2022-01-04 09:00:00,140.06983410502065,9,1,1,0,0,0,None
2022-01-04 10:00:00,162.0304863750851,10,1,1,0,0,0,None
2022-01-04 11:00:00,163.36619003588325,11,1,1,0,0,0,None
2022-01-04 12:00:00,165.95753198553408,12,1,1,0,0,0,None
2022-01-04 13:00:00,163.4487559093288,13,1,1,0,0,0,None
2022-01-04 14:00:00,159.21802673988793,14,1,1,0,0,0,None
2022-01-04 15:00:00,139.92802679576033,15,1,1,0,0,0,None
2022-01-04 16:00:00,117.3511989811648,16,1,1,0,0,0,None
2022-01-04 17:00:00,105.59859089397884,17,1,1,0,0,0,None
2022-01-04 18:00:00,90.4853877467402,18,1,1,0,0,0,None
2022-01-04 19:00:00,87.16995507287483,19,1,1,0,0,0,None
2022-01-04 20:00:00,76.48973453061323,20,1,1,0,0,0,None
2022-01-04 21:00:00,80.07741801954927,21,1,1,0,0,0,None
2022-01-04 22:00:00,83.39844308296168,22,1,1,0,0,0,None
2022-01-04 23:00:00,81.36590028346545,23,1,1,0,0,0,None
2022-01-05 00:00:00,91.48060138532288,0,2,1,0,0,0,None
2022-01-05 01:00:00,89.98875138502548,1,2,1,0,0,0,None
2022-01-05 02:00:00,85.38455113183477,2,2,1,0,0,0,None
2022-01-05 03:00:00,80.54279308566237,3,2,1,0,0,0,None
2022-01-05 04:00:00,72.92314628974793,4,2,1,0,0,0,None
2022-01-05 05:00:00,80.22350350638361,5,2,1,0,0,0,None
2022-01-05 06:00:00,88.28642741736616,6,2,1,0,0,0,None
2022-01-05 07:00:00,99.02086738230396,7,2,1,0,0,0,None
2022-01-05 08:00:00,119.19357144166996,8,2,1,0,0,0,None
2022-01-05 09:00:00,140.30452553153458,9,2,1,0,0,0,None
2022-01-05 10:00:00,164.07194565743018,10,2,1,0,0,0,None
2022-01-05 11:00:00,166.83043019141067,11,2,1,0,0,0,None
2022-01-05 12:00:00,171.28775195361382,12,2,1,0,0,0,None
2022-01-05 13:00:00,165.58531154842066,13,2,1,0,0,0,None
2022-01-05 14:00:00,145.04716007488236,14,2,1,0,0,0,None
2022-01-05 15:00:00,138.15170187021582,15,2,1,0,0,0,None
2022-01-05 16:00:00,120.30115104970513,16,2,1,0,0,0,None
2022-01-05 17:00:00,115.34846429083849,17,2,1,0,0,0,None
2022-01-05 18:00:00,89.03819517609439,18,2,1,0,0,0,None
2022-01-05 19:00:00,83.83446683187844,19,2,1,0,0,0,None
2022-01-05 20:00:00,79.82644115147379,20,2,1,0,0,0,None
2022-01-05 21:00:00,75.87233856444045,21,2,1,0,0,0,None
2022-01-05 22:00:00,91.07309792119756,22,2,1,0,0,0,None
2022-01-05 23:00:00,92.4431401875599,23,2,1,0,0,0,None
2022-01-06 00:00:00,93.95515973521523,0,3,1,0,0,0,None
2022-01-06 01:00:00,84.13653775015234,1,3,1,0,0,0,None
2022-01-06 02:00:00,92.37295540330295,2,3,1,0,0,0,None
2022-01-06 03:00:00,74.7064734385767,3,3,1,0,0,0,None
2022-01-06 04:00:00,82.93428546900135,4,3,1,0,0,0,None
2022-01-06 05:00:00,93.27900824926029,5,3,1,0,0,0,None
2022-01-06 06:00:00,85.04731837434656,6,3,1,0,0,0,None
2022-01-06 07:00:00,100.2007650803982,7,3,1,0,0,0,None
2022-01-06 08:00:00,120.4982568254382,8,3,1,0,0,0,None
2022-01-06 09:00:00,135.7668929768809,9,3,1,0,0,0,None
2022-01-06 10:00:00,146.88769899604688,10,3,1,0,0,0,None
2022-01-06 11:00:00,166.3003560012816,11,3,1,0,0,0,None
2022-01-06 12:00:00,164.68848143136947,12,3,1,0,0,0,None
2022-01-06 13:00:00,168.3255032804274,13,3,1,0,0,0,None
2022-01-06 14:00:00,150.04389498020853,14,3,1,0,0,0,None
2022-01-06 15:00:00,146.0339432725496,15,3,1,0,0,0,None
2022-01-06 16:00:00,116.08373353831881,16,3,1,0,0,0,None
2022-01-06 17:00:00,162.64158436217582,17,3,1,0,0,1,Holiday
2022-01-06 18:00:00,155.28722430164046,18,3,1,0,0,1,Holiday
2022-01-06 19:00:00,76.17240853804061,19,3,1,0,0,0,None
2022-01-06 20:00:00,81.13729967302065,20,3,1,0,0,0,None
2022-01-06 21:00:00,88.25144252395026,21,3,1,0,0,0,None
2022-01-06 22:00:00,77.32156767581633,22,3,1,0,0,0,None
2022-01-06 23:00:00,89.60664431678757,23,3,1,0,0,0,None
2022-01-07 00:00:00,91.29941397124212,0,4,1,0,0,0,None
2022-01-07 01:00:00,92.5925893830126,1,4,1,0,0,0,None
2022-01-07 02:00:00,79.17423029423205,2,4,1,0,0,0,None
2022-01-07 03:00:00,75.11344568711672,3,4,1,0,0,0,None
2022-01-07 04:00:00,82.60970782808448,4,4,1,0,0,0,None
2022-01-07 05:00:00,83.81165348637633,5,4,1,0,0,0,None
2022-01-07 06:00:00,91.25246425172938,6,4,1,0,0,0,None
2022-01-07 07:00:00,104.76449477589694,7,4,1,0,0,0,None
2022-01-07 08:00:00,116.59987639210755,8,4,1,0,0,0,None
2022-01-07 09:00:00,139.4455397332669,9,4,1,0,0,0,None
2022-01-07 10:00:00,156.10637851787092,10,4,1,0,0,0,None
2022-01-07 11:00:00,162.38578403711966,11,4,1,0,0,0,None
2022-01-07 12:00:00,179.3288725557238,12,4,1,0,0,0,None
2022-01-07 13:00:00,168.32670573181042,13,4,1,0,0,0,None
2022-01-07 14:00:00,148.68449866536432,14,4,1,0,0,0,None
2022-01-07 15:00:00,141.56703929063104,15,4,1,0,0,0,None
2022-01-07 16:00:00,115.1265916488634,16,4,1,0,0,0,None
2022-01-07 17:00:00,106.96767674712432,17,4,1,0,0,0,None
2022-01-07 18:00:00,95.79297789503703,18,4,1,0,0,0,None
2022-01-07 19:00:00,78.22331852845183,19,4,1,0,0,0,None
2022-01-07 20:00:00,84.8168806462216,20,4,1,0,0,0,None
2022-01-07 21:00:00,83.7796333872206,21,4,1,0,0,0,None
2022-01-07 22:00:00,89.46928464859491,22,4,1,0,0,0,None
2022-01-07 23:00:00,98.16743993739578,23,4,1,0,0,0,None
2022-01-08 00:00:00,72.77305941998564,0,5,1,1,0,0,None
2022-01-08 01:00:00,69.17809919751339,1,5,1,1,0,0,None
2022-01-08 02:00:00,65.83961493077035,2,5,1,1,0,0,None
2022-01-08 03:00:00,63.29353157720329,3,5,1,1,0,0,None
2022-01-08 04:00:00,65.61449145292949,4,5,1,1,0,0,None
2022-01-08 05:00:00,69.56714397025154,5,5,1,1,0,0,None
2022-01-08 06:00:00,75.38345399665009,6,5,1,1,0,0,None
2022-01-08 07:00:00,88.56171922790976,7,5,1,1,0,0,None
2022-01-08 08:00:00,98.06500945938953,8,5,1,1,0,0,None
2022-01-08 09:00:00,119.89508738375612,9,5,1,1,0,0,None
2022-01-08 10:00:00,124.38952875491225,10,5,1,1,0,0,None
2022-01-08 11:00:00,148.3668787347493,11,5,1,1,0,0,None
2022-01-08 12:00:00,141.12833673882503,12,5,1,1,0,0,None
2022-01-08 13:00:00,130.4802451197198,13,5,1,1,0,0,None
2022-01-08 14:00:00,120.35835043079649,14,5,1,1,0,0,None
2022-01-08 15:00:00,115.03977907418546,15,5,1,1,0,0,None
2022-01-08 16:00:00,96.88268607337075,16,5,1,1,0,0,None
2022-01-08 17:00:00,87.99580545319012,17,5,1,1,0,0,None
2022-01-08 18:00:00,76.36618812286773,18,5,1,1,0,0,None
2022-01-08 19:00:00,67.49723953288394,19,5,1,1,0,0,None
2022-01-08 20:00:00,61.76603140965798,20,5,1,1,0,0,None
2022-01-08 21:00:00,59.79834687860117,21,5,1,1,0,0,None
2022-01-08 22:00:00,68.05461231856286,22,5,1,1,0,0,None
2022-01-08 23:00:00,77.2287739909182,23,5,1,1,0,0,None
2022-01-09 00:00:00,75.07046872065102,0,6,1,1,0,0,None
2022-01-09 01:00:00,66.7180861257409,1,6,1,1,0,0,None
2022-01-09 02:00:00,71.15309170815388,2,6,1,1,0,0,None
2022-01-09 03:00:00,69.29916990067467,3,6,1,1,0,0,None
2022-01-09 04:00:00,61.580712818994336,4,6,1,1,0,0,None
2022-01-09 05:00:00,68.63000962589597,5,6,1,1,0,0,None
2022-01-09 06:00:00,74.29104359223,6,6,1,1,0,0,None
2022-01-09 07:00:00,78.71095149357653,7,6,1,1,0,0,None
2022-01-09 08:00:00,99.78893680174141,8,6,1,1,0,0,None
2022-01-09 09:00:00,115.43133962981071,9,6,1,1,0,0,None
2022-01-09 10:00:00,131.1280691369784,10,6,1,1,0,0,None
2022-01-09 11:00:00,205.34124055776687,11,6,1,1,0,1,Conference
2022-01-09 12:00:00,196.4178505560057,12,6,1,1,0,1,Conference
2022-01-09 13:00:00,195.38310509801673,13,6,1,1,0,1,Conference
2022-01-09 14:00:00,193.59418665293651,14,6,1,1,0,1,Conference
2022-01-09 15:00:00,180.50254414832176,15,6,1,1,0,1,Conference
2022-01-09 16:00:00,100.57523843153024,16,6,1,1,0,0,None
2022-01-09 17:00:00,103.68946043600326,17,6,1,1,0,0,None
2022-01-09 18:00:00,76.85445255346583,18,6,1,1,0,0,None
2022-01-09 19:00:00,73.5392122970713,19,6,1,1,0,0,None
2022-01-09 20:00:00,70.770008817466,20,6,1,1,0,0,None
2022-01-09 21:00:00,70.62953925855949,21,6,1,1,0,0,None
2022-01-09 22:00:00,68.71084085569625,22,6,1,1,0,0,None
2022-01-09 23:00:00,76.74162612176717,23,6,1,1,0,0,None
2022-01-10 00:00:00,86.13587392731215,0,0,1,0,0,0,None
2022-01-10 01:00:00,87.499381990426,1,0,1,0,0,0,None
2022-01-10 02:00:00,82.93216610947694,2,0,1,0,0,0,None
2022-01-10 03:00:00,82.12509944946972,3,0,1,0,0,0,None
2022-01-10 04:00:00,91.57329283336755,4,0,1,0,0,0,None
2022-01-10 05:00:00,72.99040415725166,5,0,1,0,0,0,None
2022-01-10 06:00:00,147.63395690948295,6,0,1,0,0,1,Holiday
2022-01-10 07:00:00,149.17133033007417,7,0,1,0,0,1,Holiday
2022-01-10 08:00:00,171.8429966286632,8,0,1,0,0,1,Holiday
2022-01-10 09:00:00,197.93168018990912,9,0,1,0,0,1,Holiday
2022-01-10 10:00:00,154.96241624685484,10,0,1,0,0,0,None
2022-01-10 11:00:00,160.56881723760495,11,0,1,0,0,0,None
2022-01-10 12:00:00,166.42348145370016,12,0,1,0,0,0,None
2022-01-10 13:00:00,169.35552987192486,13,0,1,0,0,0,None
2022-01-10 14:00:00,150.98918299279188,14,0,1,0,0,0,None
2022-01-10 15:00:00,139.36656419537178,15,0,1,0,0,0,None
2022-01-10 16:00:00,120.22785919951907,16,0,1,0,0,0,None
2022-01-10 17:00:00,99.77425199038298,17,0,1,0,0,0,None
2022-01-10 18:00:00,100.71972044662662,18,0,1,0,0,0,None
2022-01-10 19:00:00,85.49632523180044,19,0,1,0,0,0,None
2022-01-10 20:00:00,69.87428706671196,20,0,1,0,0,0,None
2022-01-10 21:00:00,82.64800032638524,21,0,1,0,0,0,None
2022-01-10 22:00:00,82.05005152478051,22,0,1,0,0,0,None
2022-01-10 23:00:00,92.94564169810715,23,0,1,0,0,0,None
2022-01-11 00:00:00,86.0373963078365,0,1,1,0,0,0,None
2022-01-11 01:00:00,88.10979281679154,1,1,1,0,0,0,None
2022-01-11 02:00:00,87.88392024352474,2,1,1,0,0,0,None
2022-01-11 03:00:00,86.04450472338871,3,1,1,0,0,0,None
2022-01-11 04:00:00,73.99851796472112,4,1,1,0,0,0,None
2022-01-11 05:00:00,80.65422394100565,5,1,1,0,0,0,None
2022-01-11 06:00:00,87.62527344419522,6,1,1,0,0,0,None
2022-01-11 07:00:00,99.7656075655435,7,1,1,0,0,0,None
2022-01-11 08:00:00,128.8272712014055,8,1,1,0,0,0,None
2022-01-11 09:00:00,140.30917980226667,9,1,1,0,0,0,None
2022-01-11 10:00:00,148.3365963797023,10,1,1,0,0,0,None
2022-01-11 11:00:00,170.54685086252536,11,1,1,0,0,0,None
2022-01-11 12:00:00,180.61078098506317,12,1,1,0,0,0,None
2022-01-11 13:00:00,171.11986743000722,13,1,1,0,0,0,None
2022-01-11 14:00:00,147.0441663216075,14,1,1,0,0,0,None
2022-01-11 15:00:00,135.86310088313064,15,1,1,0,0,0,None
2022-01-11 16:00:00,126.33455574593312,16,1,1,0,0,0,None
2022-01-11 17:00:00,99.49390640031815,17,1,1,0,0,0,None
2022-01-11 18:00:00,92.21909714073114,18,1,1,0,0,0,None
2022-01-11 19:00:00,86.19990038735708,19,1,1,0,0,0,None
2022-01-11 20:00:00,75.36534764210958,20,1,1,0,0,0,None
2022-01-11 21:00:00,81.41810197222911,21,1,1,0,0,0,None
2022-01-11 22:00:00,69.1526471482771,22,1,1,0,0,0,None
2022-01-11 23:00:00,83.5615368174546,23,1,1,0,0,0,None
2022-01-12 00:00:00,88.7371592430342,0,2,1,0,0,0,None
2022-01-12 01:00:00,82.4445591143018,1,2,1,0,0,0,None
2022-01-12 02:00:00,93.52104036828064,2,2,1,0,0,0,None
2022-01-12 03:00:00,74.56502186273494,3,2,1,0,0,0,None
2022-01-12 04:00:00,77.79977756651508,4,2,1,0,0,0,None
2022-01-12 05:00:00,82.98043300664085,5,2,1,0,0,0,None
2022-01-12 06:00:00,97.20636644533057,6,2,1,0,0,0,None
2022-01-12 07:00:00,95.85294297251487,7,2,1,0,0,0,None
2022-01-12 08:00:00,125.8158187607748,8,2,1,0,0,0,None
2022-01-12 09:00:00,138.33543655255983,9,2,1,0,0,0,None
2022-01-12 10:00:00,149.73347289613778,10,2,1,0,0,0,None
2022-01-12 11:00:00,168.26805849856785,11,2,1,0,0,0,None
2022-01-12 12:00:00,170.99529847786735,12,2,1,0,0,0,None
2022-01-12 13:00:00,162.95645674145752,13,2,1,0,0,0,None
2022-01-12 14:00:00,154.99002657632766,14,2,1,0,0,0,None
2022-01-12 15:00:00,136.3577032631531,15,2,1,0,0,0,None
2022-01-12 16:00:00,120.56758672625624,16,2,1,0,0,0,None
2022-01-12 17:00:00,106.34290710101729,17,2,1,0,0,0,None
2022-01-12 18:00:00,97.93008408072676,18,2,1,0,0,0,None
2022-01-12 19:00:00,76.13765262607615,19,2,1,0,0,0,None
2022-01-12 20:00:00,90.66516687328134,20,2,1,0,0,0,None
2022-01-12 21:00:00,71.9552897549256,21,2,1,0,0,0,None
2022-01-12 22:00:00,84.60005837344454,22,2,1,0,0,0,None
2022-01-12 23:00:00,91.62506105654892,23,2,1,0,0,0,None
2022-01-13 00:00:00,91.40495933867517,0,3,1,0,0,0,None
2022-01-13 01:00:00,85.56997742502307,1,3,1,0,0,0,None
2022-01-13 02:00:00,84.31837259683608,2,3,1,0,0,0,None
2022-01-13 03:00:00,79.25072407924394,3,3,1,0,0,0,None
2022-01-13 04:00:00,77.05317621527894,4,3,1,0,0,0,None
2022-01-13 05:00:00,86.57474060531553,5,3,1,0,0,0,None
2022-01-13 06:00:00,91.78507742982524,6,3,1,0,0,0,None
2022-01-13 07:00:00,99.5677057521088,7,3,1,0,0,0,None
2022-01-13 08:00:00,124.49799937716625,8,3,1,0,0,0,None
2022-01-13 09:00:00,139.82076885184495,9,3,1,0,0,0,None
2022-01-13 10:00:00,158.70532674557234,10,3,1,0,0,0,None
2022-01-13 11:00:00,169.10568533686956,11,3,1,0,0,0,None
2022-01-13 12:00:00,165.85502494538963,12,3,1,0,0,0,None
2022-01-13 13:00:00,163.15663592626663,13,3,1,0,0,0,None
2022-01-13 14:00:00,158.37748417699387,14,3,1,0,0,0,None
2022-01-13 15:00:00,141.33612257462923,15,3,1,0,0,0,None
2022-01-13 16:00:00,119.89549203017926,16,3,1,0,0,0,None
2022-01-13 17:00:00,103.61889064495597,17,3,1,0,0,0,None
2022-01-13 18:00:00,96.38832447894212,18,3,1,0,0,0,None
2022-01-13 19:00:00,79.36887317603123,19,3,1,0,0,0,None
2022-01-13 20:00:00,82.7354869058502,20,3,1,0,0,0,None
2022-01-13 21:00:00,80.70476549036864,21,3,1,0,0,0,None
2022-01-13 22:00:00,84.27057783248635,22,3,1,0,0,0,None
2022-01-13 23:00:00,94.17735928406199,23,3,1,0,0,0,None
2022-01-14 00:00:00,94.12708174494014,0,4,1,0,0,0,None
2022-01-14 01:00:00,92.75102320412923,1,4,1,0,0,0,None
2022-01-14 02:00:00,91.88637788439411,2,4,1,0,0,0,None
2022-01-14 03:00:00,81.8207479607019,3,4,1,0,0,0,None
2022-01-14 04:00:00,83.40976485647482,4,4,1,0,0,0,None
2022-01-14 05:00:00,80.77539633724312,5,4,1,0,0,0,None
2022-01-14 06:00:00,91.62083176244221,6,4,1,0,0,0,None
2022-01-14 07:00:00,102.38153845657364,7,4,1,0,0,0,None
2022-01-14 08:00:00,120.48497982496359,8,4,1,0,0,0,None
2022-01-14 09:00:00,141.26005637464647,9,4,1,0,0,0,None
2022-01-14 10:00:00,150.54991273521017,10,4,1,0,0,0,None
2022-01-14 11:00:00,176.4194775056788,11,4,1,0,0,0,None
2022-01-14 12:00:00,164.96991309250149,12,4,1,0,0,0,None
2022-01-14 13:00:00,159.88659806331282,13,4,1,0,0,0,None
2022-01-14 14:00:00,160.4315705188779,14,4,1,0,0,0,None
2022-01-14 15:00:00,142.24258471727657,15,4,1,0,0,0,None
2022-01-14 16:00:00,123.12059908526078,16,4,1,0,0,0,None
2022-01-14 17:00:00,106.17398127473346,17,4,1,0,0,0,None
2022-01-14 18:00:00,89.93876613576543,18,4,1,0,0,0,None
2022-01-14 19:00:00,77.84045826278123,19,4,1,0,0,0,None
2022-01-14 20:00:00,80.37902279096863,20,4,1,0,0,0,None
2022-01-14 21:00:00,78.32992019497755,21,4,1,0,0,0,None
2022-01-14 22:00:00,90.23458251571121,22,4,1,0,0,0,None
2022-01-14 23:00:00,87.94818811661534,23,4,1,0,0,0,None
2022-01-15 00:00:00,69.87251401603744,0,5,1,1,0,0,None
2022-01-15 01:00:00,71.33985081103586,1,5,1,1,0,0,None
2022-01-15 02:00:00,72.3518443502761,2,5,1,1,0,0,None
2022-01-15 03:00:00,64.5539602380106,3,5,1,1,0,0,None
2022-01-15 04:00:00,61.888898022167844,4,5,1,1,0,0,None
2022-01-15 05:00:00,69.07982015362788,5,5,1,1,0,0,None
2022-01-15 06:00:00,75.22483285554361,6,5,1,1,0,0,None
2022-01-15 07:00:00,81.891087105874,7,5,1,1,0,0,None
2022-01-15 08:00:00,95.64480847190839,8,5,1,1,0,0,None
2022-01-15 09:00:00,181.86303216858389,9,5,1,1,0,1,Conference
2022-01-15 10:00:00,186.54775669744157,10,5,1,1,0,1,Conference
2022-01-15 11:00:00,127.72871402991842,11,5,1,1,0,0,None
2022-01-15 12:00:00,134.40777889373783,12,5,1,1,0,0,None
2022-01-15 13:00:00,133.69879714324196,13,5,1,1,0,0,None
2022-01-15 14:00:00,127.26735074909207,14,5,1,1,0,0,None
2022-01-15 15:00:00,120.0041980827173,15,5,1,1,0,0,None
2022-01-15 16:00:00,102.2882981160101,16,5,1,1,0,0,None
2022-01-15 17:00:00,83.62611033291252,17,5,1,1,0,0,None
2022-01-15 18:00:00,73.90491896048655,18,5,1,1,0,0,None
2022-01-15 19:00:00,62.848737272979264,19,5,1,1,0,0,None
2022-01-15 20:00:00,65.90743432003805,20,5,1,1,0,0,None
2022-01-15 21:00:00,65.9292898074298,21,5,1,1,0,0,None
2022-01-15 22:00:00,71.90077988058842,22,5,1,1,0,0,None
2022-01-15 23:00:00,68.81062530153922,23,5,1,1,0,0,None
2022-01-16 00:00:00,76.59673257120586,0,6,1,1,0,0,None
2022-01-16 01:00:00,80.61047458431372,1,6,1,1,0,0,None
2022-01-16 02:00:00,69.74338633661368,2,6,1,1,0,0,None
2022-01-16 03:00:00,69.38114161252518,3,6,1,1,0,0,None
2022-01-16 04:00:00,69.45071995855557,4,6,1,1,0,0,None
2022-01-16 05:00:00,65.85528173673914,5,6,1,1,0,0,None
2022-01-16 06:00:00,75.12046240905208,6,6,1,1,0,0,None
2022-01-16 07:00:00,84.48876498663863,7,6,1,1,0,0,None
2022-01-16 08:00:00,98.48838049274416,8,6,1,1,0,0,None
2022-01-16 09:00:00,108.7623680786922,9,6,1,1,0,0,None
2022-01-16 10:00:00,125.83536379239675,10,6,1,1,0,0,None
2022-01-16 11:00:00,137.25602435802844,11,6,1,1,0,0,None
2022-01-16 12:00:00,145.2557180389752,12,6,1,1,0,0,None
2022-01-16 13:00:00,139.56238703222724,13,6,1,1,0,0,None
2022-01-16 14:00:00,136.47872520865985,14,6,1,1,0,0,None
2022-01-16 15:00:00,108.79067918352929,15,6,1,1,0,0,None
2022-01-16 16:00:00,102.36160318360339,16,6,1,1,0,0,None
2022-01-16 17:00:00,85.3425130114214,17,6,1,1,0,0,None
2022-01-16 18:00:00,84.94901466608836,18,6,1,1,0,0,None
2022-01-16 19:00:00,63.81989266939255,19,6,1,1,0,0,None
2022-01-16 20:00:00,61.80139078909612,20,6,1,1,0,0,None
2022-01-16 21:00:00,64.37561977481039,21,6,1,1,0,0,None
2022-01-16 22:00:00,59.66770845734894,22,6,1,1,0,0,None
2022-01-16 23:00:00,70.31800491089703,23,6,1,1,0,0,None
2022-01-17 00:00:00,86.20433669223151,0,0,1,0,0,0,None
2022-01-17 01:00:00,89.43544395650707,1,0,1,0,0,0,None
2022-01-17 02:00:00,87.06776372750825,2,0,1,0,0,0,None
2022-01-17 03:00:00,91.09658294861752,3,0,1,0,0,0,None
2022-01-17 04:00:00,84.75211919093024,4,0,1,0,0,0,None
2022-01-17 05:00:00,79.44221184189838,5,0,1,0,0,0,None
2022-01-17 06:00:00,85.50792664325822,6,0,1,0,0,0,None
2022-01-17 07:00:00,105.49184958594459,7,0,1,0,0,0,None
2022-01-17 08:00:00,113.3988339648968,8,0,1,0,0,0,None
2022-01-17 09:00:00,147.44156507673367,9,0,1,0,0,0,None
2022-01-17 10:00:00,160.53821675498395,10,0,1,0,0,0,None
2022-01-17 11:00:00,163.61166286672795,11,0,1,0,0,0,None
